site,url,recommend,title,comment,shoppingmall,price,deliveryfee,category,time,author
fm,https://www.fmkorea.com/7137067492,17,"빙그레 더단백 드링크 커피 18p, 250ml, 18개",62,쿠팡,"19,310원",와우무료,먹거리,2024-06-13 00:00,6x9=74
fm,https://www.fmkorea.com/7137062431,5,포스탈: 클래식 앤드 언컷,2,스토브,0원,무료,SW/게임,2024-06-13 00:00,트리스
fm,https://www.fmkorea.com/7137051240,4,아몬드브리즈 뉴트리플러스 프로틴 190ml 24팩+6팩 증정(총30팩),9,네이버,"13,600원",무료,먹거리,2024-06-13 00:00,맛째이
fm,https://www.fmkorea.com/7137044361,3,ZSCMALLS 35.56cm 2K WQXGA 휴대용 모니터,6,쿠팡,"91,500원",무료,기타,2024-06-13 00:00,케이2
fm,https://www.fmkorea.com/7137007519,76,보먹돼 삼겹 목살,427,홈플러스 온라인몰,"100g1,200원",4만원구매시무배,먹거리,2024-06-13 00:00,진짜어디가
fm,https://www.fmkorea.com/7136636994,11,"팔도비빔면, 130g x 5개입 x 2팩",37,쿠팡,"6,480원",와우무료,먹거리,2024-06-13 00:00,국힙원탑_IU
fm,https://www.fmkorea.com/7136609759,26,네스카페 믹스커피 40T + 아메리카노 스틱 20T,19,네이버멤버십,"3,000원",무료,먹거리,2024-06-13 00:00,나그파
fm,https://www.fmkorea.com/7136588927,10,울트라 얼티메이트 천연/인조잔디 겸용 축구화,35,지마텟,"69,600원",무배,의류,2024-06-13 00:00,골목미남
fm,https://www.fmkorea.com/7136553451,19,쉐이크쉑 버거 특정메뉴 할인 [목록은 내용 참조],62,티몬,가격다양,무료,먹거리,2024-06-13 00:00,목성
fm,https://www.fmkorea.com/7136547714,7,크리오 펌프 팝 어린이칫솔 유아 키즈 2단계 10개입,8,위메프,"8,620원",무료배송,생활용품,2024-06-13 00:00,우니짱
fm,https://www.fmkorea.com/7136526679,77,롯데시네마 2D 일반관람권,92,롯데온,"7,800원",무료,패키지/이용권,2024-06-13 00:00,목성
fm,https://www.fmkorea.com/7136525545,30,비비고 왕교자 1.05kg 2개+통새우만두 200g 2개,41,네이버,"15,800원",조건부무료,먹거리,2024-06-13 00:00,대구리가르
fm,https://www.fmkorea.com/7136487066,20,하림 수비드 닭가슴살 4종 16팩,62,티몬,"21,593원",무료배송,먹거리,2024-06-13 00:00,일류의삶
fm,https://www.fmkorea.com/7136481586,7,밀카 슈프림 30g 30개 등등,21,티몬,"5,530원",무료,먹거리,2024-06-13 00:00,목성
fm,https://www.fmkorea.com/7136468842,4,해물오꼬노미야끼 밀키트 2인분,17,11번가,"5,360원","3,500원",먹거리,2024-06-13 00:00,게코모리아
fm,https://www.fmkorea.com/7136456722,1,이니스프리 그린티 씨드 히알루론산 스킨케어 세트,19,위메프,"23,800원",무료,화장품,2024-06-13 00:00,Bkornblu
fm,https://www.fmkorea.com/7136444410,-5,천도복숭아 2kg 실중량 중소과 (31-40과),17,위메프,"10,990원",무료,먹거리,2024-06-13 00:00,나그파
fm,https://www.fmkorea.com/7136436853,2,피죤 고농축 섬유유연제 보타닉 베르가못로즈 5.2L,7,위메프플러스,"11,300원",무료,생활용품,2024-06-13 00:00,아오배고픈데
fm,https://www.fmkorea.com/7136414214,18,SK하이닉스 Platinum P41 M.2 SSD 2TB,78,위메프,"182,250원",무료,PC제품,2024-06-13 00:00,목성
fm,https://www.fmkorea.com/7136036064,14,켈로그 크런치 에너지바K 30g 36개입,23,G마켓,"14,300원",무료,먹거리,2024-06-12 00:00,에몽_
